Produto;Instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO ARBI;R$ 1.000,00;37,67%;R$ 1.376,75;Sem Rating;1095 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO ARBI;R$ 1.000,00;37,67%;R$ 1.376,75;Sem Rating;1095 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 1.000,00;37,67%;R$ 1.376,75;A- S&P;1095 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BARI;R$ 1.000,00;37,67%;R$ 1.376,75;Sem Rating;1095 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;37,73%;R$ 1.377,35;B+ FITCH;1096 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;37,73%;R$ 1.377,35;B+ FITCH;1096 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 1.000,00;37,85%;R$ 1.378,54;A- S&P;1098 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;44,80%;R$ 1.447,98;BBB S&P;1260 dias;No Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;44,86%;R$ 1.448,62;A- FITCH;1261 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;45,56%;R$ 1.455,58;B+ FITCH;1278 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;45,56%;R$ 1.455,58;B+ FITCH;1278 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;45,62%;R$ 1.456,22;B+ FITCH;1279 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO ARBI;R$ 1.000,00;53,75%;R$ 1.537,46;Sem Rating;1460 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;53,75%;R$ 1.537,46;B+ FITCH;1461 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 1.000,00;53,75%;R$ 1.537,46;A- S&P;1461 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 1.000,00;53,81%;R$ 1.538,14;A- S&P;1462 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO ARBI;R$ 1.000,00;71,54%;R$ 1.715,41;Sem Rating;1825 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO MERCANTIL;R$ 1.000,00;71,62%;R$ 1.716,17;BBB+ S&P;1826 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;SOCINAL FINANCEIRA;R$ 1.000,00;71,62%;R$ 1.716,17;Sem Rating;1826 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;71,62%;R$ 1.716,17;B+ FITCH;1826 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 1.000,00;71,62%;R$ 1.716,17;A- S&P;1826 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 1.000,00;71,69%;R$ 1.716,93;A- S&P;1827 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO MASTER;R$ 1.000,28;126,11%;R$ 2.261,73;BBB- FITCH;2716 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.000,97;134,49%;R$ 2.347,21;BBB- FITCH;2828 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.002,22;124,57%;R$ 2.250,74;BBB- FITCH;2695 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.002,95;126,01%;R$ 2.266,75;BBB- FITCH;2715 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.003,67;126,52%;R$ 2.273,53;BBB- FITCH;2722 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.003,69;124,17%;R$ 2.249,94;BBB- FITCH;2691 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.005,16;123,66%;R$ 2.248,12;BBB- FITCH;2684 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.005,37;126,62%;R$ 2.278,41;BBB- FITCH;2723 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.065,71;79,62%;R$ 1.914,25;BBB- FITCH;1973 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.071,65;79,14%;R$ 1.919,78;BBB- FITCH;1965 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.076,05;78,98%;R$ 1.925,94;BBB- FITCH;1963 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.078,36;78,98%;R$ 1.930,08;BBB- FITCH;1963 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.231,85;119,73%;R$ 2.706,79;BBB- FITCH;2628 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.233,71;119,34%;R$ 2.705,98;BBB- FITCH;2622 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.234,85;119,24%;R$ 2.707,24;BBB- FITCH;2621 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.235,45;119,14%;R$ 2.707,33;BBB- FITCH;2618 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.237,25;118,84%;R$ 2.707,60;BBB- FITCH;2614 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.238,53;118,54%;R$ 2.706,70;BBB- FITCH;2609 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.238,83;121,23%;R$ 2.740,73;BBB- FITCH;2649 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.239,38;121,23%;R$ 2.741,93;BBB- FITCH;2649 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.243,90;117,75%;R$ 2.708,60;BBB- FITCH;2595 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.246,32;117,36%;R$ 2.708,96;BBB- FITCH;2589 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.247,53;117,16%;R$ 2.709,14;BBB- FITCH;2587 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.249,97;116,77%;R$ 2.709,51;BBB- FITCH;2581 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.250,57;116,67%;R$ 2.709,60;BBB- FITCH;2580 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.265,82;114,33%;R$ 2.712,98;BBB- FITCH;2544 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.269,96;65,08%;R$ 2.096,45;BBB FITCH;1694 dias;Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.270,21;113,55%;R$ 2.712,55;BBB- FITCH;2532 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.271,44;125,19%;R$ 2.863,12;BBB- FITCH;2705 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.272,10;124,98%;R$ 2.862,00;BBB- FITCH;2701 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.273,34;124,78%;R$ 2.862,18;BBB- FITCH;2699 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.277,64;124,17%;R$ 2.864,05;BBB- FITCH;2691 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.280,17;123,66%;R$ 2.863,21;BBB- FITCH;2684 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.280,75;123,66%;R$ 2.864,51;BBB- FITCH;2684 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.283,29;123,15%;R$ 2.863,68;BBB- FITCH;2677 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.284,69;124,78%;R$ 2.887,71;BBB- FITCH;2699 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.285,79;122,75%;R$ 2.864,05;BBB- FITCH;2671 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.287,90;87,83%;R$ 2.419,10;BBB- FITCH;2119 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.291,44;121,84%;R$ 2.864,90;BBB- FITCH;2657 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.305,16;126,21%;R$ 2.952,45;BBB- FITCH;2719 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.305,30;127,97%;R$ 2.975,68;BBB- FITCH;2742 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.305,83;126,01%;R$ 2.951,26;BBB- FITCH;2715 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.307,73;125,70%;R$ 2.951,55;BBB- FITCH;2712 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.309,41;121,44%;R$ 2.899,50;BBB- FITCH;2651 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.310,28;125,29%;R$ 2.951,93;BBB- FITCH;2706 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.310,38;127,24%;R$ 2.977,75;BBB- FITCH;2733 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.350,55;101,65%;R$ 2.723,37;BBB- FITCH;2350 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.351,86;101,47%;R$ 2.723,57;BBB- FITCH;2348 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.353,18;101,29%;R$ 2.723,76;BBB- FITCH;2344 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.356,08;65,81%;R$ 2.248,56;BBB FITCH;1711 dias;Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.357,48;109,34%;R$ 2.841,81;BBB- FITCH;2468 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.392,24;66,47%;R$ 2.317,73;BBB FITCH;1725 dias;Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.456,93;104,12%;R$ 2.973,87;BBB- FITCH;2387 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;BANCO MASTER;R$ 1.466,97;81,72%;R$ 2.665,75;BBB- FITCH;2009 dias;No Vencimento;13,05%PRÉ;LCI/LCA 11.09% PRÉ
CDB;LECCA FINANCEIRA;R$ 5.000,00;16,47%;R$ 5.823,33;Sem Rating;541 dias;Vencimento;116,0% CDI;LCI/LCA 95.7% CDI
CDB;C6 BANK;R$ 5.000,00;37,08%;R$ 6.853,97;A- S&P;1080 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;37,14%;R$ 6.856,94;BBB- FITCH;1082 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 5.000,00;52,87%;R$ 7.643,55;A- S&P;1440 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO SEMEAR;R$ 5.000,00;52,87%;R$ 7.643,55;BBB AUSTIN;1440 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;C6 BANK;R$ 5.000,00;70,40%;R$ 8.520,13;A- S&P;1800 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
LC;AGORACRED;R$ 10.000,00;10,72%;R$ 11.071,72;Sem Rating;361 dias;Vencimento;116,0% CDI;LCI/LCA 95.7% CDI
CDB;BANCO OMNI;R$ 10.000,00;22,62%;R$ 12.262,17;A S&P;720 dias;Vencimento;116,0% CDI;LCI/LCA 95.7% CDI
CDB;SOROCRED FINANCEIRA;R$ 1.000,00;23,68%;R$ 1.236,77;AAA S&P;730 dias;No Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO OMNI;R$ 10.000,00;37,08%;R$ 13.707,95;A S&P;1080 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 10.000,00;37,08%;R$ 13.707,95;B+ FITCH;1080 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 10.000,00;70,40%;R$ 17.040,27;BB+ FITCH;1800 dias;Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 20.000,00;37,67%;R$ 27.534,99;B+ FITCH;1095 dias;No Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 20.000,00;71,62%;R$ 34.323,45;B+ FITCH;1826 dias;No Vencimento;116,0% CDI;LCI/LCA 98.6% CDI
CDB;BANCO BMG;R$ 1.000,00;23,67%;R$ 1.236,65;B+ FITCH;731 dias;Vencimento;CDI + 1,7%;LCI/LCA 1.44% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;4,88%;R$ 1.048,80;Sem Rating;181 dias;Vencimento;111,0% CDI;LCI/LCA 88.8% CDI
CDB;BANCO BS2;R$ 1.000,00;10,32%;R$ 1.103,21;BBB FITCH;360 dias;Vencimento;111,0% CDI;LCI/LCA 88.8% CDI
CDB;SF3;R$ 1.000,00;10,78%;R$ 1.107,80;Sem Rating;365 dias;Vencimento;111,0% CDI;LCI/LCA 91.57% CDI
CDB;BANCO PINE;R$ 1.000,00;16,28%;R$ 1.162,78;BB+ FITCH;540 dias;Vencimento;111,0% CDI;LCI/LCA 91.57% CDI
CDB;BANCO BS2;R$ 1.000,00;16,28%;R$ 1.162,78;BBB FITCH;540 dias;Vencimento;111,0% CDI;LCI/LCA 91.57% CDI
CDB;BANCO PINE;R$ 1.000,00;22,56%;R$ 1.225,59;BB+ FITCH;720 dias;Vencimento;111,0% CDI;LCI/LCA 91.57% CDI
CDB;BANCO PAULISTA;R$ 1.000,00;23,72%;R$ 1.237,16;BB+ S&P;731 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;AGIBANK;R$ 1.000,00;23,61%;R$ 1.236,08;BBB+ FITCH;731 dias;Vencimento;115,7% CDI;LCI/LCA 98.34% CDI
CDB;AGIBANK;R$ 1.000,00;23,61%;R$ 1.236,08;BBB+ FITCH;731 dias;Vencimento;115,7% CDI;LCI/LCA 98.34% CDI
CDB;BANCO PINE;R$ 1.000,00;29,79%;R$ 1.297,90;BB+ FITCH;899 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO PINE;R$ 1.000,00;37,03%;R$ 1.370,30;BB+ FITCH;1080 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO BMG;R$ 1.000,00;45,29%;R$ 1.452,94;B+ FITCH;1280 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO PINE;R$ 1.000,00;52,44%;R$ 1.524,40;BB+ FITCH;1438 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;AGIBANK;R$ 5.000,00;23,29%;R$ 6.164,60;BBB+ FITCH;721 dias;Vencimento;115,7% CDI;LCI/LCA 98.34% CDI
CDB;BANCO GUANABARA;R$ 5.000,00;37,03%;R$ 6.851,49;Sem Rating;1080 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO FATOR;R$ 5.000,00;37,09%;R$ 6.854,45;BBB- FITCH;1081 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO FIBRA;R$ 10.000,00;61,11%;R$ 16.110,77;B+ FITCH;1623 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO FIBRA;R$ 10.000,00;70,10%;R$ 17.009,64;B+ FITCH;1801 dias;Vencimento;111,0% CDI;LCI/LCA 94.35% CDI
CDB;BANCO BMG;R$ 1,08;15,30%;R$ 1,25;B+ FITCH;509 dias;No Vencimento;CDI + 1,66%;LCI/LCA 1.37% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.016,13;51,26%;R$ 1.536,98;Sem Rating;1411 dias;No Vencimento;13,00%PRÉ;LCI/LCA 11.05% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.018,60;50,93%;R$ 1.537,35;Sem Rating;1404 dias;No Vencimento;13,00%PRÉ;LCI/LCA 11.05% PRÉ
CDB;BANCO PAULISTA;R$ 100,00;37,54%;R$ 137,54;BB+ BB+;1096 dias;Vencimento;115,5% CDI;LCI/LCA 98.17% CDI
CDB;AGIBANK;R$ 1.000,00;53,45%;R$ 1.534,53;BBB+ FITCH;1460 dias;No Vencimento;115,5% CDI;LCI/LCA 98.17% CDI
CDB;BANCO MERCANTIL;R$ 1.000,00;53,45%;R$ 1.534,53;BBB+ S&P;1461 dias;Vencimento;115,5% CDI;LCI/LCA 98.17% CDI
Debênture;TRIPLE PLAY BRASIL PARTICIPACOES S.A.;R$ 1.026,00;94,48%;R$ 1.995,33;Sem Rating;1993 dias;Vencimento;IPCA +9,03%;CDB IPCA + 10.62%
Debênture;TRIPLE PLAY BRASIL PARTICIPACOES S.A.;R$ 1.026,00;94,48%;R$ 1.995,33;Sem Rating;1993 dias;Vencimento;IPCA +9,03%;CDB IPCA + 10.62%
Debênture;TRIPLE PLAY BRASIL PARTICIPACOES S.A.;R$ 1.026,00;94,48%;R$ 1.995,33;Sem Rating;1993 dias;Vencimento;IPCA +9,03%;CDB IPCA + 10.62%
CDB;AGIBANK;R$ 1.000,00;37,46%;R$ 1.374,62;BBB+ FITCH;1095 dias;Vencimento;115,45% CDI;LCI/LCA 98.13% CDI
CDB;AGIBANK;R$ 1.000,00;37,40%;R$ 1.374,04;BBB+ FITCH;1095 dias;Vencimento;115,3% CDI;LCI/LCA 98.0% CDI
CDB;BANCO BMG;R$ 1,10;14,17%;R$ 1,25;B+ FITCH;476 dias;No Vencimento;CDI + 1,62%;LCI/LCA 1.34% CDI
CDB;BANCO C6 CONSIGNADO S.A.;R$ 1.087,72;2,90%;R$ 1.119,25;Sem Rating;111 dias;No Vencimento;12,95%PRÉ;LCI/LCA 10.04% PRÉ
CDB;AGIBANK;R$ 1.000,00;23,47%;R$ 1.234,73;BBB+ FITCH;731 dias;Vencimento;CDI + 1,61%;LCI/LCA 1.37% CDI
CDB;BANCO BMG;R$ 100,00;10,80%;R$ 110,80;B+ FITCH;365 dias;No Vencimento;115,0% CDI;LCI/LCA 94.88% CDI
CDB;BANCO PAULISTA;R$ 100,00;23,50%;R$ 123,50;BB+ BB+;732 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO SENFF. S.A;R$ 1.000,00;10,80%;R$ 1.107,99;Sem Rating;369 dias;Vencimento;115,0% CDI;LCI/LCA 94.88% CDI
CDB;C6 BANK;R$ 1.000,00;21,90%;R$ 1.218,98;A- S&P;704 dias;Vencimento;115,0% CDI;LCI/LCA 94.88% CDI
CDB;BANCO BMG;R$ 1.000,00;23,19%;R$ 1.231,86;A- FITCH;722 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO ARBI;R$ 1.000,00;23,45%;R$ 1.234,47;Sem Rating;730 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;23,45%;R$ 1.234,47;B+ FITCH;731 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;C6 BANK;R$ 1.000,00;23,45%;R$ 1.234,47;A- S&P;731 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;23,45%;R$ 1.234,47;B+ FITCH;731 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;23,50%;R$ 1.234,99;B+ FITCH;732 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BARI;R$ 1.000,00;25,61%;R$ 1.256,13;Sem Rating;790 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;29,74%;R$ 1.297,44;BBB S&P;900 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;29,91%;R$ 1.299,10;A- FITCH;903 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;30,30%;R$ 1.302,98;B+ FITCH;914 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;30,30%;R$ 1.302,98;B+ FITCH;914 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;30,30%;R$ 1.302,98;B+ FITCH;914 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;CALCRED;R$ 1.000,00;37,29%;R$ 1.372,88;Sem Rating;1095 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO DIGIMAIS;R$ 1.000,00;37,29%;R$ 1.372,88;BBB- FITCH;1095 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;SIMPALA S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;R$ 1.000,00;37,29%;R$ 1.372,88;Sem Rating;1095 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;37,35%;R$ 1.373,47;B+ FITCH;1096 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;45,08%;R$ 1.450,76;B+ FITCH;1278 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
LC;SANTINVEST;R$ 1.000,00;52,30%;R$ 1.522,98;BBB- FITCH;1440 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1,00;53,16%;R$ 1,53;B+ FITCH;1460 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO PAULISTA;R$ 1.000,00;53,16%;R$ 1.531,61;BB+ S&P;1461 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
LC;SANTINVEST;R$ 1.000,00;69,60%;R$ 1.695,97;BBB- FITCH;1800 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO OURINVEST;R$ 1.000,00;70,64%;R$ 1.706,44;Sem Rating;1824 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1,00;70,72%;R$ 1,71;B+ FITCH;1825 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;OURINVEST;R$ 1.000,00;70,72%;R$ 1.707,19;Sem Rating;1825 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;SOCINAL SA CRED FINANC E;R$ 1.000,00;70,72%;R$ 1.707,19;Sem Rating;1825 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO PAULISTA;R$ 1.000,00;70,72%;R$ 1.707,19;BB+ S&P;1825 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO OURINVEST S.A;R$ 1.000,00;70,79%;R$ 1.707,94;Sem Rating;1826 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO BMG;R$ 1.000,00;70,81%;R$ 1.708,10;B+ FITCH;1826 dias;Vencimento;CDI + 1,6%;LCI/LCA 1.36% CDI
CRA;FS BIO;R$ 1.058,88;97,73%;R$ 2.093,73;Sem Rating;2054 dias;Vencimento;CDI + 1,6%;CDB CDI + 1.88%
CRA;FS BIO;R$ 1.058,88;97,73%;R$ 2.093,73;Sem Rating;2054 dias;Vencimento;CDI + 1,6%;CDB CDI + 1.88%
CRA;FS BIO;R$ 1.058,88;97,73%;R$ 2.093,73;Sem Rating;2054 dias;Vencimento;CDI + 1,6%;CDB CDI + 1.88%
CDB;LECCA FINANCEIRA;R$ 5.000,00;10,62%;R$ 5.530,95;Sem Rating;361 dias;Vencimento;115,0% CDI;LCI/LCA 94.88% CDI
LC;AGORACRED;R$ 5.000,00;10,62%;R$ 5.530,95;Sem Rating;361 dias;Vencimento;115,0% CDI;LCI/LCA 94.88% CDI
CDB;C6 BANK;R$ 5.000,00;23,13%;R$ 6.156,67;A- S&P;721 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;SF3;R$ 5.000,00;23,13%;R$ 6.156,67;Sem Rating;721 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 5.000,00;69,60%;R$ 8.479,83;BB+ FITCH;1802 dias;No Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 5.000,00;70,72%;R$ 8.535,97;BB+ FITCH;1825 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 5.000,00;88,99%;R$ 9.449,57;BB+ FITCH;2160 dias;Vencimento;115,0% CDI;LCI/LCA 97.75% CDI
