Produto;Instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO BMG;R$ 1.000,00;40,20%;R$ 1.402,05;B+ FITCH;1279 dias;Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CDB;C6 BANK;R$ 1.000,00;47,15%;R$ 1.471,48;A- S&P;1459 dias;Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO NBC;R$ 1.000,00;47,26%;R$ 1.472,64;AAA FITCH;1460 dias;No Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO FIBRA;R$ 1.000,00;47,27%;R$ 1.472,69;B+ FITCH;1460 dias;No Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CDB;BANCO PINE;R$ 1.000,00;47,27%;R$ 1.472,69;BB+ FITCH;1460 dias;No Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CDB;BANCO FIBRA;R$ 1.000,00;62,49%;R$ 1.624,87;B+ FITCH;1825 dias;No Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CDB;BANCO FIBRA;R$ 1.000,00;79,67%;R$ 1.796,73;B+ FITCH;2190 dias;No Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CDB;BANCO MASTER;R$ 1.000,00;79,71%;R$ 1.797,11;BBB- FITCH;2192 dias;Vencimento;IPCA +6,7%;LCI/LCA IPCA + 5.7%
CDB;BANCO PINE;R$ 1.000,00;99,02%;R$ 1.990,22;BB+ FITCH;2555 dias;No Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CDB;BANCO FIBRA;R$ 1.000,00;120,55%;R$ 2.205,55;B+ FITCH;2920 dias;No Vencimento;CDI + 0,95%;LCI/LCA 0.81% CDI
CRI;TRISUL;R$ 1.026,15;50,11%;R$ 1.540,32;Sem Rating;1342 dias;No Vencimento;CDI + 0,95%;CDB CDI + 1.12%
CRI;TRISUL;R$ 1.026,15;50,11%;R$ 1.540,32;Sem Rating;1342 dias;No Vencimento;CDI + 0,95%;CDB CDI + 1.12%
CRI;MITRE;R$ 1.026,86;46,08%;R$ 1.499,99;Sem Rating;1251 dias;No Vencimento;CDI + 0,95%;CDB CDI + 1.12%
CRI;MITRE;R$ 1.026,86;46,08%;R$ 1.499,99;Sem Rating;1251 dias;No Vencimento;CDI + 0,95%;CDB CDI + 1.12%
Debênture;NTS;R$ 1.061,15;167,34%;R$ 2.836,87;Sem Rating;3596 dias;No Vencimento;CDI + 0,95%;LCI/LCA CDI + 0.81%
Debênture;NTS;R$ 1.061,15;167,34%;R$ 2.836,87;Sem Rating;3596 dias;No Vencimento;CDI + 0,95%;LCI/LCA CDI + 0.81%
CDB;BANCO RNX;R$ 5.000,00;32,84%;R$ 6.641,97;Sem Rating;1080 dias;Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;21,15%;R$ 12.114,67;B+ FITCH;732 dias;Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;21,15%;R$ 12.114,67;B+ FITCH;732 dias;Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;40,15%;R$ 14.014,52;B+ FITCH;1276 dias;No Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;120,54%;R$ 22.053,74;B+ FITCH;2920 dias;Vencimento;11,70%PRÉ;LCI/LCA 9.94% PRÉ
CDB;AGIBANK;R$ 1.000,00;21,08%;R$ 1.210,81;BBB+ FITCH;731 dias;Vencimento;11,69%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO ORIGINAL;R$ 10.000,00;20,85%;R$ 12.084,87;BB+ FITCH;721 dias;Vencimento;11,69%PRÉ;LCI/LCA 9.94% PRÉ
CDB;AGIBANK;R$ 10.000,00;33,43%;R$ 13.343,00;BBB+ FITCH;1095 dias;No Vencimento;11,69%PRÉ;LCI/LCA 9.94% PRÉ
CDB;BANCO BMG;R$ 1.000,00;33,29%;R$ 1.332,94;B+ FITCH;1095 dias;Vencimento;11,68%PRÉ;LCI/LCA 9.93% PRÉ
CDB;BANCO DESENV. MG;R$ 10.000,00;27,13%;R$ 12.713,18;Sem Rating;915 dias;Vencimento;CDI + 0,93%;LCI/LCA 0.79% CDI
CDB;BANCO PAN;R$ 10.000,00;47,23%;R$ 14.722,66;AAA S&P;1462 dias;No Vencimento;104,5% CDI;LCI/LCA 88.83% CDI
CDB;BANCO MASTER;R$ 1.000,00;62,27%;R$ 1.622,69;Sem Rating;1825 dias;No Vencimento;IPCA +7,45%;LCI/LCA IPCA + 6.33%
CRA;NEOMILLE;R$ 1.071,68;73,56%;R$ 1.860,03;Sem Rating;1831 dias;Vencimento;IPCA +7,45%;CDB IPCA + 8.76%
CRA;NEOMILLE;R$ 1.071,68;73,56%;R$ 1.860,03;Sem Rating;1831 dias;Vencimento;IPCA +7,45%;CDB IPCA + 8.76%
CRA;NEOMILLE;R$ 1.071,68;73,56%;R$ 1.860,03;Sem Rating;1831 dias;Vencimento;IPCA +7,45%;CDB IPCA + 8.76%
CDB;BANCO NBC;R$ 2.000,00;32,75%;R$ 2.654,92;AAA FITCH;1080 dias;Vencimento;11,67%PRÉ;LCI/LCA 9.92% PRÉ
CDB;AGIBANK;R$ 1.000,00;9,70%;R$ 1.096,98;BBB+ FITCH;365 dias;Vencimento;CDI + 0,91%;LCI/LCA 0.75% CDI
CDB;BANCO GUANABARA;R$ 1.000,00;9,70%;R$ 1.097,02;Sem Rating;365 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO BMG;R$ 1.000,00;9,70%;R$ 1.097,02;B+ FITCH;365 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;9,70%;R$ 1.097,02;BBB S&P;365 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO BMG;R$ 1,00;9,70%;R$ 1,10;B+ FITCH;365 dias;No Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO BS2;R$ 1.000,00;9,70%;R$ 1.097,02;BBB FITCH;365 dias;No Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;DM FINANCEIRA;R$ 1.000,00;9,70%;R$ 1.097,02;Sem Rating;365 dias;No Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;9,70%;R$ 1.097,02;BBB S&P;366 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO ARBI;R$ 1.000,00;9,70%;R$ 1.097,02;Sem Rating;366 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO BMG;R$ 1.000,00;9,70%;R$ 1.097,02;A- FITCH;366 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;9,70%;R$ 1.097,02;BBB S&P;367 dias;No Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO BMG;R$ 1.000,00;14,72%;R$ 1.147,17;B+ FITCH;540 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO BMG;R$ 1.000,00;14,93%;R$ 1.149,30;A- FITCH;548 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 1.000,00;21,03%;R$ 1.210,28;Sem Rating;730 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 1.000,00;21,03%;R$ 1.210,28;BB+ FITCH;730 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO SEMEAR;R$ 1.000,00;21,03%;R$ 1.210,28;BBB AUSTIN;730 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;OMNI S/A CFI;R$ 1.000,00;21,02%;R$ 1.210,24;Sem Rating;731 dias;Vencimento;11,66%PRÉ;LCI/LCA 9.91% PRÉ
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;21,03%;R$ 1.210,28;A+ MOODYS;731 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO GUANABARA;R$ 1.000,00;21,07%;R$ 1.210,75;Sem Rating;732 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;33,03%;R$ 1.330,31;A+ MOODYS;1089 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;MIDWAY;R$ 1.000,00;33,24%;R$ 1.332,38;Sem Rating;1095 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;MIDWAY;R$ 1.000,00;33,24%;R$ 1.332,38;Sem Rating;1095 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO BMG;R$ 1.000,00;33,28%;R$ 1.332,83;B+ FITCH;1096 dias;Vencimento;11,66%PRÉ;LCI/LCA 9.91% PRÉ
CDB;BANCO BARI;R$ 1.000,00;47,09%;R$ 1.470,85;Sem Rating;1460 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;47,14%;R$ 1.471,43;A+ MOODYS;1461 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 1.000,00;62,23%;R$ 1.622,31;BB+ FITCH;1825 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 1.000,00;62,30%;R$ 1.622,95;BB+ FITCH;1826 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;62,30%;R$ 1.622,95;A+ MOODYS;1826 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 1.000,00;79,33%;R$ 1.793,29;BB+ FITCH;2190 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 1.000,00;79,40%;R$ 1.794,01;BB+ FITCH;2191 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;79,40%;R$ 1.794,01;A+ MOODYS;2191 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 1.000,00;98,57%;R$ 1.985,74;BB+ FITCH;2555 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 1.000,00;98,57%;R$ 1.985,74;BB+ FITCH;2555 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO LUSO BRASILEIRO;R$ 5.000,00;9,54%;R$ 5.477,04;BB+ FITCH;361 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;CARUANA FINANCEIRA;R$ 5.000,00;9,70%;R$ 5.485,10;BBB S&P;365 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO FATOR;R$ 5.000,00;14,67%;R$ 5.733,73;BBB- FITCH;539 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO FATOR;R$ 5.000,00;14,72%;R$ 5.735,86;BBB- FITCH;540 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO FATOR;R$ 5.000,00;14,72%;R$ 5.735,86;BBB- FITCH;540 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BDMG S.A;R$ 5.000,00;21,03%;R$ 6.051,41;Sem Rating;730 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO FATOR;R$ 5.000,00;21,03%;R$ 6.051,41;BBB- FITCH;731 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO FATOR;R$ 5.000,00;21,03%;R$ 6.051,41;BBB- FITCH;731 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO MERCANTIL;R$ 5.000,00;21,03%;R$ 6.051,41;BBB+ S&P;731 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO FATOR;R$ 5.000,00;27,04%;R$ 6.352,02;BBB- FITCH;914 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO FATOR;R$ 5.000,00;33,24%;R$ 6.661,90;BBB- FITCH;1095 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;98,55%;R$ 9.927,45;AAA S&P;2558 dias;Vencimento;11,66%PRÉ;LCI/LCA 9.91% PRÉ
CDB;BANCO ORIGINAL;R$ 10.000,00;9,54%;R$ 10.954,07;BB+ FITCH;361 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;14,97%;R$ 11.497,28;Sem Rating;550 dias;Vencimento;109,0% CDI;LCI/LCA 89.92% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;21,07%;R$ 12.107,46;Sem Rating;732 dias;Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO DESENV. MG;R$ 1.000,00;47,09%;R$ 1.470,85;Sem Rating;1460 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO DESENV. MG;R$ 1.000,00;62,23%;R$ 1.622,31;Sem Rating;1825 dias;No Vencimento;109,0% CDI;LCI/LCA 92.65% CDI
CDB;BANCO PINE;R$ 500,00;9,69%;R$ 548,46;BB+ FITCH;367 dias;Vencimento;11,65%PRÉ;LCI/LCA 9.61% PRÉ
CDB;BANCO PINE;R$ 500,00;33,24%;R$ 666,21;BB+ FITCH;1096 dias;Vencimento;IPCA +7,43%;LCI/LCA IPCA + 6.32%
CDB;BANCO CARREFOUR;R$ 1.000,00;2,06%;R$ 1.020,60;Sem Rating;90 dias;Vencimento;100,0% CDI;LCI/LCA 77.5% CDI
CDB;MERCADO LIVRE;R$ 1.000,00;2,10%;R$ 1.020,95;AAA FITCH;91 dias;Vencimento;100,0% CDI;LCI/LCA 77.5% CDI
CDB;SENFF FINANCEIRA;R$ 1.000,00;9,69%;R$ 1.096,92;Sem Rating;365 dias;No Vencimento;11,65%PRÉ;LCI/LCA 9.61% PRÉ
CDB;BANCO PINE;R$ 1.000,00;9,69%;R$ 1.096,88;BB+ FITCH;365 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.74% CDI
CDB;BANCO BR PARTNERS;R$ 1.000,00;9,69%;R$ 1.096,92;A- FITCH;366 dias;Vencimento;100,0% CDI;LCI/LCA 0.58% CDI
CDB;BANCO MASTER;R$ 1.000,00;9,69%;R$ 1.096,92;BBB- FITCH;366 dias;Vencimento;100,0% CDI;LCI/LCA 0.7% CDI
CDB;BANCO MASTER;R$ 1.000,00;20,73%;R$ 1.207,27;BBB- FITCH;721 dias;Vencimento;100,0% CDI;LCI/LCA 1.49% CDI
CDB;BANCO PINE;R$ 1.000,00;21,00%;R$ 1.209,97;BB+ FITCH;730 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO FIBRA;R$ 1.000,00;21,00%;R$ 1.209,97;B+ FITCH;730 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO BR PARTNERS;R$ 1.000,00;21,10%;R$ 1.210,98;A- FITCH;731 dias;Vencimento;100,0% CDI;LCI/LCA 0.68% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;21,10%;R$ 1.210,98;AA FITCH;731 dias;Vencimento;100,0% CDI;LCI/LCA 0.17% CDI
CDB;BANCO BMG;R$ 1.000,00;21,10%;R$ 1.210,98;B+ FITCH;731 dias;Vencimento;100,0% CDI;LCI/LCA 0.59% CDI
CDB;BANCO PINE;R$ 1.000,00;21,00%;R$ 1.210,05;BB+ FITCH;731 dias;Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO PINE;R$ 1.000,00;21,00%;R$ 1.210,05;BB+ FITCH;731 dias;Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO PINE;R$ 1.000,00;26,56%;R$ 1.265,60;BB+ FITCH;900 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO MASTER;R$ 1.000,00;32,74%;R$ 1.327,35;BBB- FITCH;1080 dias;Vencimento;100,0% CDI;LCI/LCA 1.32% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;32,74%;R$ 1.327,35;AA FITCH;1080 dias;Vencimento;100,0% CDI;LCI/LCA 0.17% CDI
CDB;BANCO BR PARTNERS;R$ 1.000,00;33,30%;R$ 1.333,03;A- FITCH;1095 dias;Vencimento;100,0% CDI;LCI/LCA 0.77% CDI
CDB;BANCO FIBRA;R$ 1.000,00;33,20%;R$ 1.331,99;B+ FITCH;1095 dias;No Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO BMG;R$ 1,00;39,35%;R$ 1,39;B+ FITCH;1260 dias;No Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO PINE;R$ 1.000,00;39,33%;R$ 1.393,34;BB+ FITCH;1260 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO MASTER;R$ 1.000,00;46,05%;R$ 1.460,49;BBB- FITCH;1438 dias;Vencimento;100,0% CDI;LCI/LCA 1.36% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;46,91%;R$ 1.469,12;AA FITCH;1459 dias;Vencimento;100,0% CDI;LCI/LCA 0.17% CDI
CDB;BANCO MASTER;R$ 1.000,00;61,06%;R$ 1.610,61;BBB- FITCH;1800 dias;Vencimento;100,0% CDI;LCI/LCA 1.61% CDI
CDB;BANCO XP;R$ 1.000,00;62,15%;R$ 1.621,51;AA FITCH;1825 dias;No Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO PINE;R$ 1.000,00;62,12%;R$ 1.621,24;BB+ FITCH;1825 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;62,28%;R$ 1.622,80;AA FITCH;1827 dias;Vencimento;100,0% CDI;LCI/LCA 0.17% CDI
CDB;BANCO MASTER;R$ 1.000,00;77,72%;R$ 1.777,21;BBB- FITCH;2162 dias;Vencimento;100,0% CDI;LCI/LCA 1.66% CDI
CDB;BANCO PINE;R$ 1.000,00;79,19%;R$ 1.791,86;BB+ FITCH;2190 dias;No Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO DAYCOVAL;R$ 1.000,00;79,29%;R$ 1.792,94;AA FITCH;2192 dias;Vencimento;100,0% CDI;LCI/LCA 0.17% CDI
CRI;HAVAN;R$ 1.020,45;39,65%;R$ 1.425,07;Sem Rating;1110 dias;No Vencimento;CDI + 0,9%;CDB CDI + 1.06%
CRI;HAVAN;R$ 1.020,45;39,65%;R$ 1.425,07;Sem Rating;1110 dias;No Vencimento;CDI + 0,9%;CDB CDI + 1.06%
CRA;J. MACÊDO;R$ 1.049,16;55,51%;R$ 1.631,52;Sem Rating;1466 dias;No Vencimento;CDI + 0,9%;CDB CDI + 1.06%
CRA;J. MACÊDO;R$ 1.049,16;55,51%;R$ 1.631,52;Sem Rating;1466 dias;No Vencimento;CDI + 0,9%;CDB CDI + 1.06%
CDB;BANCO FATOR;R$ 5.000,00;4,21%;R$ 5.210,56;BBB- FITCH;178 dias;Vencimento;100,0% CDI;LCI/LCA 77.5% CDI
CDB;BANCO GUANABARA;R$ 5.000,00;20,07%;R$ 6.003,64;Sem Rating;720 dias;Diária;100,0% CDI;LCI/LCA 82.5% CDI
CDB;BANCO PINE;R$ 5.000,00;21,00%;R$ 6.050,25;BB+ FITCH;731 dias;Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO BR PARTNERS;R$ 5.000,00;33,24%;R$ 6.661,90;A- FITCH;1096 dias;Vencimento;CDI + 0,9%;LCI/LCA 0.77% CDI
CDB;BANCO PAN.;R$ 5.000,00;61,12%;R$ 8.056,25;Sem Rating;1800 dias;Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CRA;FS AGRISOLUTIONS INDÚSTRIA DE BIOCOMBUSTÍVEIS LTDA;R$ 5.415,00;27,02%;R$ 6.878,32;Sem Rating;793 dias;Vencimento;100,0% CDI;LCI/LCA 0.59% CDI
CDB;BANCO VOLKSWAGEN;R$ 10.000,00;2,06%;R$ 10.206,03;AAA S&P;90 dias;Vencimento;100,0% CDI;LCI/LCA 77.5% CDI
CDB;BANCO FIBRA;R$ 10.000,00;9,65%;R$ 10.965,15;B+ FITCH;365 dias;Vencimento;100,0% CDI;LCI/LCA 0.08% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;9,69%;R$ 10.969,18;Sem Rating;366 dias;Vencimento;100,0% CDI;LCI/LCA 0.35% CDI
CDB;BANCO HAITONG;R$ 10.000,00;9,73%;R$ 10.973,22;AAA S&P;367 dias;Vencimento;100,0% CDI;LCI/LCA 82.5% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;14,79%;R$ 11.478,64;Sem Rating;549 dias;Vencimento;100,0% CDI;LCI/LCA 0.48% CDI
CDB;BANCO FIBRA;R$ 10.000,00;21,05%;R$ 12.105,14;B+ FITCH;730 dias;Vencimento;100,0% CDI;LCI/LCA 0.68% CDI
CDB;BANCO BMG;R$ 10.000,00;21,05%;R$ 12.105,14;B+ FITCH;730 dias;No Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO DESENV. MG;R$ 10.000,00;21,10%;R$ 12.109,77;Sem Rating;731 dias;Vencimento;100,0% CDI;LCI/LCA 0.56% CDI
CDB;BANCO FIBRA;R$ 10.000,00;26,42%;R$ 12.642,35;B+ FITCH;899 dias;Vencimento;100,0% CDI;LCI/LCA 0.94% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;26,91%;R$ 12.691,18;Sem Rating;913 dias;Vencimento;100,0% CDI;LCI/LCA 0.64% CDI
CDB;BANCO FIBRA;R$ 10.000,00;33,30%;R$ 13.330,28;B+ FITCH;1095 dias;Vencimento;100,0% CDI;LCI/LCA 0.94% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;33,30%;R$ 13.330,28;Sem Rating;1095 dias;Vencimento;100,0% CDI;LCI/LCA 0.33% CDI
CDB;STELLANTIS FINANCIAMENTOS;R$ 1.000,00;33,20%;R$ 1.331,99;Sem Rating;1095 dias;No Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CDB;BANCO DESENV. MG;R$ 10.000,00;39,89%;R$ 13.989,49;Sem Rating;1280 dias;Vencimento;100,0% CDI;LCI/LCA 0.35% CDI
CDB;BANCO FIBRA;R$ 10.000,00;46,91%;R$ 14.691,19;B+ FITCH;1459 dias;Vencimento;100,0% CDI;LCI/LCA 0.94% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;46,91%;R$ 14.691,19;Sem Rating;1459 dias;Vencimento;100,0% CDI;LCI/LCA 0.43% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;54,38%;R$ 15.438,42;Sem Rating;1645 dias;Vencimento;100,0% CDI;LCI/LCA 0.44% CDI
CDB;BANCO FIBRA;R$ 10.000,00;62,15%;R$ 16.215,09;B+ FITCH;1823 dias;Vencimento;100,0% CDI;LCI/LCA 0.94% CDI
CDB;BANCO DESENV. MG;R$ 10.000,00;62,28%;R$ 16.227,97;Sem Rating;1827 dias;Vencimento;100,0% CDI;LCI/LCA 0.45% CDI
CDB;BANCO FIBRA;R$ 10.000,00;79,15%;R$ 17.915,04;B+ FITCH;2190 dias;Vencimento;100,0% CDI;LCI/LCA 0.94% CDI
CDB;BANCO FIBRA;R$ 10.000,00;98,35%;R$ 19.835,41;B+ FITCH;2555 dias;Vencimento;11,65%PRÉ;LCI/LCA 9.9% PRÉ
CRA;VIRGO SECURITIZADORA;R$ 10.298,21;62,88%;R$ 16.773,98;Sem Rating;1618 dias;Vencimento;CDI + 0,9%;LCI/LCA CDI + 1.06%
Debênture;ELETROBRAS;R$ 19.476,00;24,83%;R$ 24.311,32;AAA S&P;849 dias;Vencimento;100,0% CDI;LCI/LCA 0.17% CDI
Debênture;ALIANSCSONAE;R$ 19.476,00;36,34%;R$ 26.553,92;Sem Rating;1183 dias;Vencimento;100,0% CDI;LCI/LCA 0.04% CDI
Debênture;COSAN;R$ 19.482,00;112,16%;R$ 41.332,81;Sem Rating;2797 dias;Vencimento;100,0% CDI;LCI/LCA 0.34% CDI
CRA;ATACADÃO;R$ 19.494,00;49,59%;R$ 29.161,73;Sem Rating;1337 dias;Vencimento;100,0% CDI;LCI/LCA 0.0% CDI
CRA;USINA CORURIPE;R$ 19.548,00;24,66%;R$ 24.367,99;B MOODYS;728 dias;Vencimento;100,0% CDI;LCI/LCA 5.28% CDI
Debênture;MOVIDA PARTICIPACOES;R$ 19.548,00;29,99%;R$ 25.409,95;AA+ MOODYS;1002 dias;Vencimento;100,0% CDI;LCI/LCA 1.1% CDI
Debênture;FLEURY;R$ 19.551,00;9,61%;R$ 21.430,10;Sem Rating;364 dias;Vencimento;100,0% CDI;LCI/LCA 0.0% CDI
Debênture;CEEE-T;R$ 19.584,00;69,40%;R$ 33.175,74;Sem Rating;1985 dias;Vencimento;100,0% CDI;LCI/LCA 0.0% CDI
Debênture;AMBIPAR;R$ 19.602,00;57,40%;R$ 30.854,15;Sem Rating;1712 dias;Vencimento;100,0% CDI;LCI/LCA 1.78% CDI
Debênture;SIMPAR;R$ 19.618,00;79,44%;R$ 35.202,10;Sem Rating;2194 dias;Vencimento;100,0% CDI;LCI/LCA 1.78% CDI
Debênture;HIDROVIAS;R$ 19.627,00;3,75%;R$ 20.362,62;Sem Rating;158 dias;Vencimento;100,0% CDI;LCI/LCA 0.0% CDI
Debênture;CEA MODAS;R$ 19.665,00;19,36%;R$ 23.471,66;Sem Rating;696 dias;Vencimento;100,0% CDI;LCI/LCA 1.65% CDI
Debênture;CEA MODAS;R$ 19.684,00;13,90%;R$ 22.419,50;Sem Rating;519 dias;Vencimento;100,0% CDI;LCI/LCA 1.28% CDI
Debênture;UNIPAR;R$ 19.710,00;59,47%;R$ 31.432,12;Sem Rating;1761 dias;Vencimento;100,0% CDI;LCI/LCA 0.42% CDI
Debênture;ENAUTA PART;R$ 19.722,00;46,85%;R$ 28.962,60;Sem Rating;1458 dias;Vencimento;100,0% CDI;LCI/LCA 3.27% CDI
Debênture;TUPY;R$ 19.746,00;42,99%;R$ 28.235,03;Sem Rating;1358 dias;Vencimento;100,0% CDI;LCI/LCA 0.13% CDI
Debênture;COSAN;R$ 19.788,00;54,45%;R$ 30.561,60;Sem Rating;1646 dias;Vencimento;100,0% CDI;LCI/LCA 0.38% CDI
Debênture;SMART FIT;R$ 19.788,00;62,47%;R$ 32.150,16;Sem Rating;1830 dias;Vencimento;100,0% CDI;LCI/LCA 0.34% CDI
Debênture;MOVIDA PARTICIPACOES;R$ 19.849,00;37,51%;R$ 27.295,30;AA+ MOODYS;1214 dias;Vencimento;100,0% CDI;LCI/LCA 1.01% CDI
Debênture;QUALICORP;R$ 19.860,00;39,30%;R$ 27.664,10;Sem Rating;1263 dias;Vencimento;100,0% CDI;LCI/LCA 3.19% CDI
